class,fname,x1,y1,x2,y2
170,01587.jpg,32,162,2577,1730
103,01588.jpg,21,77,590,339
15,01589.jpg,35,120,605,413
187,01590.jpg,35,147,665,360
18,01591.jpg,41,60,216,158
146,01592.jpg,73,105,282,256
38,01593.jpg,48,55,744,559
183,01594.jpg,366,327,2257,1427
195,01595.jpg,35,54,595,415
163,01596.jpg,14,45,434,305
120,01597.jpg,47,72,556,371
111,01598.jpg,179,121,488,406
72,01599.jpg,19,41,249,115
24,01600.jpg,30,73,619,401
121,01601.jpg,63,46,742,328
154,01602.jpg,207,111,836,430
143,01603.jpg,12,23,246,159
49,01604.jpg,50,93,696,403
72,01605.jpg,30,29,216,150
80,01606.jpg,12,35,278,183
179,01607.jpg,26,130,681,441
13,01608.jpg,6,40,250,157
18,01609.jpg,4,9,98,76
40,01610.jpg,94,94,2407,1422
99,01611.jpg,6,28,296,207
69,01612.jpg,70,54,387,191
32,01613.jpg,22,45,414,270
47,01614.jpg,27,62,594,239
52,01615.jpg,41,130,564,336
83,01616.jpg,133,190,1788,951
6,01617.jpg,62,150,543,339
188,01618.jpg,51,52,344,265
98,01619.jpg,244,433,1321,1075
16,01620.jpg,29,25,471,315
146,01621.jpg,166,103,1402,1114
60,01622.jpg,70,249,953,590
136,01623.jpg,18,13,343,283
29,01624.jpg,54,89,494,307
156,01625.jpg,76,136,1546,988
121,01626.jpg,79,95,578,428
54,01627.jpg,35,32,238,163
107,01628.jpg,24,76,442,322
180,01629.jpg,78,34,585,404
106,01630.jpg,112,25,698,504
130,01631.jpg,71,1,850,599
152,01632.jpg,118,53,217,230
157,01633.jpg,196,108,460,266
160,01634.jpg,6,32,294,170
121,01635.jpg,67,102,597,393
86,01636.jpg,27,101,619,435
128,01637.jpg,78,105,498,255
82,01638.jpg,14,28,225,150
22,01639.jpg,42,147,600,325
12,01640.jpg,22,206,514,363
165,01641.jpg,35,75,614,392
126,01642.jpg,13,122,480,286
20,01643.jpg,70,52,503,266
19,01644.jpg,65,73,504,316
83,01645.jpg,20,21,409,278
107,01646.jpg,123,395,944,774
54,01647.jpg,8,21,247,170
131,01648.jpg,29,35,236,167
74,01649.jpg,25,140,615,336
40,01650.jpg,28,27,277,155
76,01651.jpg,74,79,331,273
65,01652.jpg,47,18,259,156
162,01653.jpg,6,30,270,162
63,01654.jpg,76,290,1218,697
122,01655.jpg,20,195,734,439
32,01656.jpg,29,2,273,159
149,01657.jpg,58,100,1333,814
175,01658.jpg,15,55,439,263
130,01659.jpg,177,382,1465,872
100,01660.jpg,12,17,271,284
1,01661.jpg,178,214,901,658
173,01662.jpg,30,36,734,240
27,01663.jpg,8,77,500,268
126,01664.jpg,21,16,493,262
138,01665.jpg,57,70,651,355
152,01666.jpg,252,167,483,266
146,01667.jpg,42,61,433,288
119,01668.jpg,24,156,448,419
133,01669.jpg,24,71,611,423
190,01670.jpg,9,16,204,136
47,01671.jpg,23,365,529,717
33,01672.jpg,15,67,398,253
81,01673.jpg,56,146,575,403
167,01674.jpg,180,43,870,713
35,01675.jpg,49,59,591,273
98,01676.jpg,130,169,1537,1156
44,01677.jpg,23,58,351,248
10,01678.jpg,82,95,416,268
64,01679.jpg,14,137,621,429
9,01680.jpg,37,137,997,602
33,01681.jpg,69,282,1197,785
83,01682.jpg,105,102,624,372
86,01683.jpg,19,55,244,160
151,01684.jpg,71,204,686,371
93,01685.jpg,56,224,1210,662
113,01686.jpg,39,61,348,283
30,01687.jpg,16,29,180,119
106,01688.jpg,205,34,1333,864
80,01689.jpg,16,54,295,158
70,01690.jpg,23,34,190,96
50,01691.jpg,55,158,961,677
140,01692.jpg,79,300,627,589
131,01693.jpg,40,43,988,701
74,01694.jpg,25,96,637,399
131,01695.jpg,29,45,228,167
188,01696.jpg,43,30,247,147
118,01697.jpg,112,31,496,348
123,01698.jpg,57,67,256,179
189,01699.jpg,19,18,254,198
18,01700.jpg,42,77,573,431
95,01701.jpg,82,42,254,159
60,01702.jpg,97,77,495,405
46,01703.jpg,123,35,487,297
84,01704.jpg,28,28,378,239
3,01705.jpg,22,101,380,235
7,01706.jpg,19,74,381,232
56,01707.jpg,79,165,744,556
46,01708.jpg,80,169,366,254
96,01709.jpg,236,133,472,319
55,01710.jpg,149,76,1497,937
154,01711.jpg,231,72,1007,667
71,01712.jpg,25,237,606,447
171,01713.jpg,43,237,515,445
26,01714.jpg,25,61,583,277
13,01715.jpg,19,114,620,426
3,01716.jpg,60,91,588,373
153,01717.jpg,9,51,489,295
149,01718.jpg,65,132,1790,1150
31,01719.jpg,42,81,241,164
167,01720.jpg,9,147,1022,612
96,01721.jpg,21,47,615,408
105,01722.jpg,10,61,435,282
158,01723.jpg,7,129,796,475
115,01724.jpg,67,177,626,480
178,01725.jpg,211,73,645,352
162,01726.jpg,73,97,587,375
126,01727.jpg,32,1,511,236
156,01728.jpg,27,27,249,160
150,01729.jpg,15,113,469,317
150,01730.jpg,59,172,593,359
67,01731.jpg,80,78,400,326
87,01732.jpg,12,134,677,432
13,01733.jpg,194,364,1292,837
140,01734.jpg,237,435,1000,876
173,01735.jpg,30,224,462,396
69,01736.jpg,20,56,419,265
132,01737.jpg,27,41,635,459
134,01738.jpg,14,38,224,173
195,01739.jpg,41,71,488,309
155,01740.jpg,2,59,429,262
139,01741.jpg,52,31,423,275
131,01742.jpg,11,9,255,182
80,01743.jpg,39,201,1003,681
144,01744.jpg,39,64,558,215
71,01745.jpg,24,49,996,767
79,01746.jpg,28,155,860,403
169,01747.jpg,92,77,585,409
130,01748.jpg,69,181,424,373
157,01749.jpg,7,52,130,129
3,01750.jpg,51,57,590,402
53,01751.jpg,22,24,378,170
60,01752.jpg,49,138,560,386
42,01753.jpg,1,14,300,174
132,01754.jpg,70,164,905,698
13,01755.jpg,7,44,253,154
160,01756.jpg,514,43,1063,360
38,01757.jpg,55,72,410,239
114,01758.jpg,1,103,639,480
181,01759.jpg,23,52,288,183
123,01760.jpg,38,31,180,112
183,01761.jpg,23,27,611,426
12,01762.jpg,1,700,1189,1159
175,01763.jpg,104,122,450,335
149,01764.jpg,79,134,587,364
111,01765.jpg,56,40,195,160
90,01766.jpg,20,33,414,278
11,01767.jpg,84,107,496,254
9,01768.jpg,26,149,626,425
148,01769.jpg,65,66,386,270
47,01770.jpg,86,159,659,406
156,01771.jpg,40,53,561,346
39,01772.jpg,35,42,274,154
108,01773.jpg,7,69,289,216
195,01774.jpg,27,124,732,521
31,01775.jpg,15,36,629,291
175,01776.jpg,49,177,388,318
101,01777.jpg,66,71,388,309
22,01778.jpg,36,99,585,426
112,01779.jpg,26,181,879,562
168,01780.jpg,95,194,505,464
117,01781.jpg,29,74,619,376
17,01782.jpg,48,9,610,247
15,01783.jpg,39,44,472,247
95,01784.jpg,19,184,886,722
73,01785.jpg,22,69,231,154
10,01786.jpg,114,67,553,371
123,01787.jpg,11,26,98,68
88,01788.jpg,9,11,141,85
87,01789.jpg,15,83,561,422
113,01790.jpg,45,81,578,397
170,01791.jpg,40,58,1916,1018
39,01792.jpg,44,20,1225,739
116,01793.jpg,8,37,257,175
178,01794.jpg,115,157,619,361
78,01795.jpg,28,47,1007,598
78,01796.jpg,127,49,552,331
154,01797.jpg,25,19,612,302
171,01798.jpg,42,158,496,355
84,01799.jpg,52,105,233,194
124,01800.jpg,47,97,608,440
95,01801.jpg,15,25,239,182
76,01802.jpg,10,42,298,203
13,01803.jpg,58,48,340,217
93,01804.jpg,37,334,1486,1120
15,01805.jpg,15,37,284,160
54,01806.jpg,10,62,252,149
34,01807.jpg,14,135,374,268
75,01808.jpg,82,133,974,665
177,01809.jpg,39,155,555,343
21,01810.jpg,21,243,617,422
52,01811.jpg,118,140,364,303
59,01812.jpg,57,64,1005,608
155,01813.jpg,81,185,385,333
194,01814.jpg,6,128,448,341
54,01815.jpg,14,23,250,163
78,01816.jpg,111,92,645,435
52,01817.jpg,32,14,437,287
46,01818.jpg,25,62,555,330
8,01819.jpg,22,52,257,176
164,01820.jpg,88,233,956,620
29,01821.jpg,87,129,758,358
139,01822.jpg,23,28,600,412
81,01823.jpg,82,109,450,300
186,01824.jpg,55,31,341,238
35,01825.jpg,79,49,555,421
85,01826.jpg,31,10,621,400
63,01827.jpg,188,282,1585,1157
49,01828.jpg,70,105,443,285
139,01829.jpg,36,103,589,325
132,01830.jpg,78,106,709,502
116,01831.jpg,43,69,608,452
1,01832.jpg,29,18,157,86
11,01833.jpg,21,97,622,387
124,01834.jpg,143,91,556,370
91,01835.jpg,72,94,577,397
87,01836.jpg,81,87,581,348
90,01837.jpg,79,118,373,262
27,01838.jpg,5,37,280,157
26,01839.jpg,124,43,955,406
144,01840.jpg,98,55,686,463
26,01841.jpg,5,56,495,210
163,01842.jpg,30,36,452,237
186,01843.jpg,17,87,635,468
194,01844.jpg,33,176,608,468
162,01845.jpg,65,65,268,180
150,01846.jpg,137,391,926,675
55,01847.jpg,160,208,1465,1018
23,01848.jpg,23,104,447,306
121,01849.jpg,12,115,640,470
140,01850.jpg,309,190,970,506
31,01851.jpg,11,104,293,185
8,01852.jpg,27,21,626,433
194,01853.jpg,270,320,999,763
35,01854.jpg,82,53,323,173
115,01855.jpg,81,171,582,452
121,01856.jpg,49,124,453,280
44,01857.jpg,11,77,267,180
181,01858.jpg,8,61,1023,478
172,01859.jpg,114,11,542,414
191,01860.jpg,67,119,601,406
148,01861.jpg,13,42,497,366
102,01862.jpg,20,103,602,354
127,01863.jpg,11,60,263,183
6,01864.jpg,64,202,898,574
191,01865.jpg,19,83,631,404
99,01866.jpg,364,343,720,543
195,01867.jpg,108,8,466,268
26,01868.jpg,78,63,564,344
122,01869.jpg,21,34,251,171
3,01870.jpg,178,424,1828,1090
40,01871.jpg,43,51,232,144
177,01872.jpg,17,29,615,377
107,01873.jpg,223,160,1420,907
70,01874.jpg,17,34,231,163
167,01875.jpg,68,197,1238,721
49,01876.jpg,11,101,618,419
15,01877.jpg,43,101,961,612
132,01878.jpg,64,110,738,529
31,01879.jpg,25,44,608,292
14,01880.jpg,120,324,890,731
67,01881.jpg,47,34,429,258
118,01882.jpg,8,103,620,368
22,01883.jpg,36,146,558,342
69,01884.jpg,55,95,600,410
130,01885.jpg,67,57,560,411
100,01886.jpg,11,25,320,225
112,01887.jpg,97,326,1519,927
78,01888.jpg,32,114,688,406
100,01889.jpg,157,153,392,310
26,01890.jpg,210,382,1134,716
2,01891.jpg,56,95,627,368
37,01892.jpg,42,47,292,192
119,01893.jpg,84,86,571,348
137,01894.jpg,51,84,616,398
76,01895.jpg,76,181,938,748
155,01896.jpg,107,7,679,258
114,01897.jpg,28,172,961,767
49,01898.jpg,246,169,589,353
135,01899.jpg,20,90,632,339
115,01900.jpg,11,15,277,157
7,01901.jpg,56,92,446,327
122,01902.jpg,1,77,449,233
85,01903.jpg,154,277,1453,979
76,01904.jpg,11,20,193,140
69,01905.jpg,25,98,617,386
76,01906.jpg,9,28,247,179
111,01907.jpg,45,8,233,178
194,01908.jpg,12,23,787,365
38,01909.jpg,185,132,1015,677
168,01910.jpg,83,68,551,237
6,01911.jpg,91,175,567,410
119,01912.jpg,45,50,262,165
188,01913.jpg,74,84,963,567
116,01914.jpg,49,43,212,153
136,01915.jpg,51,117,441,288
39,01916.jpg,6,119,494,276
132,01917.jpg,38,22,790,450
1,01918.jpg,8,3,135,86
36,01919.jpg,26,133,618,347
116,01920.jpg,118,8,790,598
70,01921.jpg,28,86,345,215
182,01922.jpg,112,274,1534,886
112,01923.jpg,64,246,955,590
159,01924.jpg,331,486,1212,917
78,01925.jpg,29,86,614,456
103,01926.jpg,10,53,631,294
109,01927.jpg,29,108,606,416
92,01928.jpg,1,49,234,141
43,01929.jpg,15,166,488,383
187,01930.jpg,74,43,839,490
136,01931.jpg,94,235,571,486
52,01932.jpg,61,67,570,344
47,01933.jpg,96,144,652,394
105,01934.jpg,83,322,1415,773
43,01935.jpg,171,179,544,381
146,01936.jpg,78,99,736,438
103,01937.jpg,212,192,578,332
70,01938.jpg,28,42,474,341
78,01939.jpg,37,87,463,298
177,01940.jpg,1,7,200,125
74,01941.jpg,135,753,2152,1461
127,01942.jpg,13,49,393,275
84,01943.jpg,32,322,809,652
13,01944.jpg,17,54,288,189
48,01945.jpg,6,17,262,151
78,01946.jpg,17,31,289,178
86,01947.jpg,3,89,300,260
25,01948.jpg,55,110,454,280
71,01949.jpg,15,1,379,221
163,01950.jpg,80,123,419,293
110,01951.jpg,55,49,669,294
1,01952.jpg,11,31,490,266
56,01953.jpg,61,368,1223,836
19,01954.jpg,17,121,550,344
140,01955.jpg,334,551,1260,1014
56,01956.jpg,14,63,478,320
135,01957.jpg,15,188,463,350
85,01958.jpg,5,21,273,126
66,01959.jpg,71,137,910,601
169,01960.jpg,59,224,915,708
67,01961.jpg,21,114,500,452
171,01962.jpg,69,66,559,333
72,01963.jpg,7,123,637,397
92,01964.jpg,160,170,1007,683
78,01965.jpg,38,10,255,199
32,01966.jpg,24,37,276,169
70,01967.jpg,2,1,259,194
47,01968.jpg,41,97,608,392
84,01969.jpg,25,120,615,361
16,01970.jpg,32,79,431,228
77,01971.jpg,92,459,1215,889
5,01972.jpg,37,67,237,168
158,01973.jpg,16,12,188,115
190,01974.jpg,99,114,306,191
57,01975.jpg,159,307,997,605
161,01976.jpg,38,154,474,301
87,01977.jpg,53,45,530,370
51,01978.jpg,13,23,244,160
107,01979.jpg,131,264,470,434
148,01980.jpg,97,193,923,631
31,01981.jpg,25,34,413,235
107,01982.jpg,19,68,476,338
53,01983.jpg,102,163,723,454
57,01984.jpg,12,189,741,415
184,01985.jpg,35,162,624,456
127,01986.jpg,47,85,588,374
52,01987.jpg,64,123,548,346
105,01988.jpg,32,52,593,324
144,01989.jpg,145,182,659,440
33,01990.jpg,20,75,462,331
33,01991.jpg,63,28,632,351
194,01992.jpg,31,1,640,220
34,01993.jpg,31,110,405,263
38,01994.jpg,28,36,250,143
153,01995.jpg,84,87,621,411
165,01996.jpg,128,126,767,437
192,01997.jpg,147,178,951,633
108,01998.jpg,12,39,237,166
124,01999.jpg,68,120,433,330
40,02000.jpg,38,75,380,193
148,02001.jpg,56,110,609,440
52,02002.jpg,8,1,272,134
101,02003.jpg,10,340,1591,950
5,02004.jpg,50,162,640,425
141,02005.jpg,17,75,279,158
34,02006.jpg,57,43,194,127
14,02007.jpg,24,16,454,304
115,02008.jpg,31,146,615,444
25,02009.jpg,14,22,262,122
37,02010.jpg,66,46,545,426
191,02011.jpg,318,76,1193,711
90,02012.jpg,128,71,417,292
168,02013.jpg,73,56,591,395
54,02014.jpg,96,222,647,420
16,02015.jpg,35,114,550,327
77,02016.jpg,65,122,568,325
92,02017.jpg,33,200,1001,661
32,02018.jpg,210,82,944,734
52,02019.jpg,54,69,546,379
101,02020.jpg,103,335,1151,784
146,02021.jpg,7,59,390,328
63,02022.jpg,133,61,582,318
82,02023.jpg,43,49,266,176
148,02024.jpg,20,110,415,294
22,02025.jpg,10,42,310,180
124,02026.jpg,154,74,593,444
28,02027.jpg,69,123,1073,705
175,02028.jpg,24,96,414,317
31,02029.jpg,6,14,216,107
118,02030.jpg,29,51,259,187
125,02031.jpg,33,12,226,191
16,02032.jpg,12,99,380,216
34,02033.jpg,19,34,241,158
70,02034.jpg,10,27,310,134
120,02035.jpg,11,123,500,358
119,02036.jpg,47,89,639,395
102,02037.jpg,115,164,1342,669
96,02038.jpg,70,3,617,337
194,02039.jpg,22,159,977,588
97,02040.jpg,24,59,294,221
21,02041.jpg,73,278,1010,659
27,02042.jpg,181,124,1780,1057
146,02043.jpg,132,89,940,686
23,02044.jpg,129,165,793,545
177,02045.jpg,135,86,463,300
32,02046.jpg,24,123,618,354
57,02047.jpg,43,50,136,90
76,02048.jpg,27,17,297,209
124,02049.jpg,30,57,400,309
1,02050.jpg,30,65,331,199
194,02051.jpg,54,135,1461,822
47,02052.jpg,26,98,372,219
111,02053.jpg,22,12,245,178
196,02054.jpg,183,4,1186,780
11,02055.jpg,22,160,580,385
24,02056.jpg,32,11,456,307
102,02057.jpg,36,161,611,355
9,02058.jpg,12,67,496,266
23,02059.jpg,269,339,884,671
68,02060.jpg,11,52,595,293
183,02061.jpg,43,110,646,427
174,02062.jpg,31,52,453,239
35,02063.jpg,39,113,467,320
148,02064.jpg,2,22,296,199
2,02065.jpg,73,163,674,401
98,02066.jpg,46,315,1249,943
194,02067.jpg,241,78,1105,781
16,02068.jpg,32,56,783,453
168,02069.jpg,1,550,2320,2506
95,02070.jpg,74,38,375,289
127,02071.jpg,21,2,233,100
145,02072.jpg,250,205,1092,759
160,02073.jpg,122,176,929,611
86,02074.jpg,18,67,496,342
77,02075.jpg,9,16,294,156
161,02076.jpg,17,69,247,157
77,02077.jpg,2,78,478,249
96,02078.jpg,82,307,1369,1036
75,02079.jpg,45,181,2582,1848
133,02080.jpg,128,30,855,596
32,02081.jpg,37,61,756,504
58,02082.jpg,205,77,595,295
152,02083.jpg,51,116,630,371
151,02084.jpg,328,260,1610,935
116,02085.jpg,13,40,257,143
192,02086.jpg,51,68,595,381
30,02087.jpg,19,533,3220,1953
118,02088.jpg,2,2,300,208
123,02089.jpg,19,64,471,259
154,02090.jpg,42,79,613,480
72,02091.jpg,15,93,632,373
184,02092.jpg,31,9,435,244
113,02093.jpg,19,91,482,311
146,02094.jpg,89,43,542,339
6,02095.jpg,90,189,1495,820
44,02096.jpg,33,156,736,524
75,02097.jpg,18,1,999,507
58,02098.jpg,15,17,636,440
65,02099.jpg,14,31,272,198
89,02100.jpg,66,64,598,385
53,02101.jpg,17,39,237,156
174,02102.jpg,20,23,274,196
196,02103.jpg,34,262,766,650
173,02104.jpg,25,215,625,411
180,02105.jpg,10,142,465,309
76,02106.jpg,129,94,502,382
65,02107.jpg,23,57,232,186
147,02108.jpg,53,122,993,553
48,02109.jpg,31,51,635,399
96,02110.jpg,116,141,535,367
5,02111.jpg,20,7,239,174
114,02112.jpg,95,84,612,391
59,02113.jpg,109,39,980,590
23,02114.jpg,9,37,651,477
51,02115.jpg,11,37,441,206
30,02116.jpg,26,66,379,258
153,02117.jpg,1,79,1918,1120
101,02118.jpg,509,458,1031,686
115,02119.jpg,44,162,605,360
142,02120.jpg,44,63,448,253
68,02121.jpg,143,114,546,374
102,02122.jpg,29,63,602,324
137,02123.jpg,74,88,517,354
4,02124.jpg,9,97,493,252
74,02125.jpg,21,77,622,466
143,02126.jpg,7,20,298,197
38,02127.jpg,31,98,380,226
134,02128.jpg,63,328,1223,755
148,02129.jpg,20,23,280,164
19,02130.jpg,42,89,588,377
189,02131.jpg,81,140,524,337
91,02132.jpg,26,290,996,610
117,02133.jpg,126,143,907,715
57,02134.jpg,147,149,905,654
87,02135.jpg,67,103,533,366
131,02136.jpg,128,33,515,309
137,02137.jpg,19,118,557,340
164,02138.jpg,20,272,982,633
161,02139.jpg,2,3,217,117
61,02140.jpg,35,176,492,480
103,02141.jpg,14,164,1011,615
70,02142.jpg,74,70,251,170
172,02143.jpg,8,76,3640,2675
26,02144.jpg,37,82,594,380
1,02145.jpg,112,7,853,717
107,02146.jpg,8,14,294,142
178,02147.jpg,74,114,585,432
133,02148.jpg,95,124,617,401
48,02149.jpg,57,107,611,421
169,02150.jpg,55,82,564,338
149,02151.jpg,206,135,1543,1076
27,02152.jpg,4,51,458,291
166,02153.jpg,208,47,483,364
29,02154.jpg,67,62,212,185
45,02155.jpg,86,38,197,151
123,02156.jpg,54,55,305,220
118,02157.jpg,156,175,484,332
102,02158.jpg,37,39,486,273
144,02159.jpg,56,200,514,396
169,02160.jpg,63,5,940,723
149,02161.jpg,49,38,575,447
102,02162.jpg,40,134,759,463
170,02163.jpg,104,325,1180,776
31,02164.jpg,108,49,600,327
24,02165.jpg,49,35,565,439
117,02166.jpg,23,113,617,367
107,02167.jpg,185,454,1947,1129
101,02168.jpg,54,246,678,553
65,02169.jpg,52,27,575,418
114,02170.jpg,12,6,314,202
18,02171.jpg,32,305,1595,981
34,02172.jpg,49,49,203,164
105,02173.jpg,184,284,840,696
145,02174.jpg,366,293,1817,1222
44,02175.jpg,12,58,297,192
17,02176.jpg,17,111,358,240
101,02177.jpg,22,30,625,531
127,02178.jpg,15,77,454,272
120,02179.jpg,103,180,587,434
168,02180.jpg,205,192,617,352
48,02181.jpg,31,74,549,384
123,02182.jpg,35,54,564,361
195,02183.jpg,28,2,608,423
180,02184.jpg,95,30,492,256
20,02185.jpg,47,208,997,667
178,02186.jpg,56,67,420,284
143,02187.jpg,28,8,183,138
30,02188.jpg,58,1,582,373
163,02189.jpg,36,331,857,692
172,02190.jpg,10,67,575,302
156,02191.jpg,1,28,272,157
145,02192.jpg,61,45,752,502
174,02193.jpg,52,42,504,315
9,02194.jpg,80,155,471,320
34,02195.jpg,61,130,738,481
122,02196.jpg,62,210,673,475
158,02197.jpg,180,78,600,402
181,02198.jpg,100,86,304,276
104,02199.jpg,4,56,395,229
60,02200.jpg,70,117,461,330
160,02201.jpg,91,107,937,561
152,02202.jpg,295,120,1199,519
66,02203.jpg,114,86,406,288
173,02204.jpg,168,93,1131,699
68,02205.jpg,35,74,611,409
132,02206.jpg,61,82,948,673
73,02207.jpg,18,23,639,387
179,02208.jpg,46,43,473,375
53,02209.jpg,25,76,563,312
156,02210.jpg,24,77,267,186
116,02211.jpg,41,135,365,300
74,02212.jpg,45,116,547,393
137,02213.jpg,501,443,1088,706
18,02214.jpg,13,14,301,155
58,02215.jpg,126,27,522,445
100,02216.jpg,89,42,868,504
139,02217.jpg,35,81,428,294
145,02218.jpg,328,274,1017,689
149,02219.jpg,34,33,663,401
13,02220.jpg,73,164,936,471
32,02221.jpg,55,68,529,450
59,02222.jpg,29,66,597,228
85,02223.jpg,11,98,734,463
80,02224.jpg,7,61,290,205
91,02225.jpg,14,58,488,273
117,02226.jpg,109,163,553,425
165,02227.jpg,86,68,199,158
137,02228.jpg,38,134,463,311
158,02229.jpg,107,445,884,665
69,02230.jpg,28,32,340,178
44,02231.jpg,48,66,363,210
35,02232.jpg,109,88,561,349
28,02233.jpg,31,2,357,176
39,02234.jpg,61,58,335,236
66,02235.jpg,203,497,2792,1959
179,02236.jpg,45,91,382,288
161,02237.jpg,14,41,291,165
138,02238.jpg,68,135,389,282
133,02239.jpg,55,41,969,673
4,02240.jpg,185,495,1497,964
27,02241.jpg,204,227,627,511
64,02242.jpg,36,72,594,413
169,02243.jpg,122,123,503,292
22,02244.jpg,180,152,461,362
48,02245.jpg,17,30,405,278
164,02246.jpg,128,203,922,710
114,02247.jpg,31,125,624,349
79,02248.jpg,86,131,507,384
178,02249.jpg,114,79,600,356
188,02250.jpg,19,39,630,351
92,02251.jpg,26,34,246,156
162,02252.jpg,35,53,272,190
21,02253.jpg,26,217,582,396
124,02254.jpg,52,49,668,354
181,02255.jpg,60,41,365,169
22,02256.jpg,9,33,256,109
57,02257.jpg,6,42,1022,366
26,02258.jpg,51,81,655,408
44,02259.jpg,14,19,450,274
40,02260.jpg,24,180,605,398
185,02261.jpg,76,31,574,261
193,02262.jpg,57,112,543,316
177,02263.jpg,89,129,532,412
21,02264.jpg,162,87,567,318
75,02265.jpg,39,72,653,462
52,02266.jpg,67,44,180,113
19,02267.jpg,28,67,479,284
71,02268.jpg,90,65,546,397
95,02269.jpg,13,124,1967,1464
101,02270.jpg,137,164,761,421
125,02271.jpg,18,24,250,166
183,02272.jpg,41,31,753,468
23,02273.jpg,228,83,1253,887
4,02274.jpg,57,50,388,218
109,02275.jpg,66,92,492,336
57,02276.jpg,53,80,310,175
137,02277.jpg,96,46,487,186
132,02278.jpg,99,93,690,477
194,02279.jpg,36,40,999,751
132,02280.jpg,190,139,508,394
93,02281.jpg,56,33,579,395
112,02282.jpg,186,177,1284,819
186,02283.jpg,8,48,296,194
188,02284.jpg,16,45,291,157
174,02285.jpg,1,5,396,213
8,02286.jpg,125,339,2008,1332
34,02287.jpg,12,20,377,281
122,02288.jpg,151,20,551,221
165,02289.jpg,54,19,233,147
119,02290.jpg,65,15,232,116
94,02291.jpg,17,53,607,443
18,02292.jpg,2,15,83,61
178,02293.jpg,37,415,1528,1060
86,02294.jpg,40,35,424,256
70,02295.jpg,8,141,618,344
68,02296.jpg,101,66,555,407
120,02297.jpg,32,62,603,423
111,02298.jpg,82,103,973,669
68,02299.jpg,131,15,459,205
105,02300.jpg,13,10,298,194
120,02301.jpg,54,75,449,300
126,02302.jpg,50,168,937,501
50,02303.jpg,27,151,623,391
16,02304.jpg,38,74,244,179
8,02305.jpg,83,64,269,158
77,02306.jpg,29,95,557,375
150,02307.jpg,11,43,472,232
67,02308.jpg,44,79,584,392
46,02309.jpg,25,86,306,245
107,02310.jpg,20,102,376,225
1,02311.jpg,56,1,394,176
56,02312.jpg,49,117,386,265
156,02313.jpg,33,114,434,293
2,02314.jpg,18,63,445,267
172,02315.jpg,9,42,581,395
64,02316.jpg,27,235,665,465
64,02317.jpg,21,6,623,453
87,02318.jpg,31,67,573,332
62,02319.jpg,41,225,957,579
143,02320.jpg,8,36,268,198
160,02321.jpg,37,342,1263,786
175,02322.jpg,38,52,410,322
25,02323.jpg,71,45,752,302
26,02324.jpg,40,46,539,324
15,02325.jpg,34,51,382,258
10,02326.jpg,37,81,554,311
148,02327.jpg,18,27,298,211
101,02328.jpg,153,215,606,464
104,02329.jpg,84,463,1915,1014
162,02330.jpg,4,19,276,199
195,02331.jpg,18,45,404,307
195,02332.jpg,65,92,606,420
111,02333.jpg,8,17,292,181
25,02334.jpg,69,175,1133,643
21,02335.jpg,52,69,259,208
37,02336.jpg,71,83,266,174
153,02337.jpg,39,151,492,392
28,02338.jpg,31,40,183,154
92,02339.jpg,26,26,268,160
83,02340.jpg,47,220,980,715
18,02341.jpg,10,52,194,109
137,02342.jpg,72,156,500,322
38,02343.jpg,34,19,254,159
194,02344.jpg,614,9,1279,329
110,02345.jpg,25,74,368,282
102,02346.jpg,14,22,256,162
68,02347.jpg,11,27,392,210
107,02348.jpg,63,95,423,249
185,02349.jpg,17,45,495,188
17,02350.jpg,35,259,609,466
134,02351.jpg,34,43,335,166
43,02352.jpg,36,89,569,382
134,02353.jpg,73,26,430,282
62,02354.jpg,12,81,280,188
182,02355.jpg,42,120,741,478
139,02356.jpg,594,306,1520,1149
161,02357.jpg,5,41,191,142
169,02358.jpg,51,38,603,432
7,02359.jpg,65,101,650,453
106,02360.jpg,9,33,252,165
121,02361.jpg,18,86,242,192
126,02362.jpg,47,137,965,681
1,02363.jpg,26,25,283,157
3,02364.jpg,373,56,2663,1915
74,02365.jpg,47,349,997,683
149,02366.jpg,47,76,556,375
29,02367.jpg,77,91,297,178
66,02368.jpg,20,112,685,454
76,02369.jpg,4,62,239,153
25,02370.jpg,130,43,508,281
97,02371.jpg,89,164,473,287
83,02372.jpg,117,95,847,596
167,02373.jpg,27,131,957,591
136,02374.jpg,20,45,234,166
110,02375.jpg,13,48,512,297
170,02376.jpg,323,345,1052,806
8,02377.jpg,79,386,765,615
9,02378.jpg,105,88,252,156
184,02379.jpg,1,11,653,336
112,02380.jpg,114,193,1199,757
39,02381.jpg,185,261,716,427
182,02382.jpg,1,131,631,365
88,02383.jpg,17,4,260,175
99,02384.jpg,365,181,1895,1185
124,02385.jpg,19,135,439,288
41,02386.jpg,609,327,1047,560
153,02387.jpg,1,16,302,205
60,02388.jpg,21,29,463,290
85,02389.jpg,67,14,606,474
146,02390.jpg,131,96,1962,1470
37,02391.jpg,56,63,367,245
196,02392.jpg,17,13,197,115
186,02393.jpg,101,141,719,450
120,02394.jpg,33,87,468,278
21,02395.jpg,99,157,479,307
87,02396.jpg,21,50,627,394
140,02397.jpg,46,240,1467,1115
86,02398.jpg,81,62,1201,729
121,02399.jpg,12,90,624,423
18,02400.jpg,6,1,216,74
